image_name,tags
000289.xml,car
000294.xml,bird
000296.xml,car|boat
000298.xml,person
000302.xml,car|person|motorbike
000303.xml,car
000304.xml,tvmonitor
000305.xml,bicycle|person
000306.xml,cow
000307.xml,pottedplant
000308.xml,person|diningtable
000311.xml,car
000312.xml,train
000317.xml,car
000318.xml,car
000320.xml,car|person
000321.xml,person
000322.xml,person
000323.xml,person
000325.xml,aeroplane
000328.xml,horse|person
000329.xml,car
000331.xml,chair|person
000332.xml,horse
000334.xml,car
000336.xml,dog
000337.xml,bicycle|person
000338.xml,person|car
000340.xml,bird
000343.xml,car
000344.xml,bottle
000347.xml,horse
000349.xml,diningtable|chair|tvmonitor
000352.xml,person|sofa
000354.xml,cat
000355.xml,car
000359.xml,dog|person|chair
000363.xml,bird
000367.xml,bottle|car|person
000370.xml,boat
000372.xml,person|horse
000373.xml,car
000374.xml,motorbike|person
000379.xml,bicycle
000380.xml,bicycle
000381.xml,diningtable|chair|bottle
000382.xml,boat|person
000387.xml,car
000391.xml,pottedplant
000394.xml,diningtable|person
000395.xml,bird
000396.xml,car
000400.xml,cat
000403.xml,cat
000404.xml,car
000406.xml,car|person
000407.xml,person|horse
000408.xml,cow
000411.xml,person
000416.xml,sheep
000417.xml,cow
000419.xml,motorbike|person
000420.xml,car
000424.xml,bird
000427.xml,motorbike
000428.xml,person|diningtable|chair
000430.xml,cat
000431.xml,aeroplane|car
000433.xml,chair|person
000435.xml,horse|person
000438.xml,person
000439.xml,train
000443.xml,person|dog
000446.xml,person
000448.xml,diningtable|person
000450.xml,train
000454.xml,dog
000459.xml,chair|diningtable
000460.xml,chair
000461.xml,car
000462.xml,cow
000463.xml,motorbike|person|car
000464.xml,cow
000468.xml,person
000469.xml,car
000470.xml,horse|person
000474.xml,car|boat
000476.xml,person|dog|sofa
000477.xml,bus|car|bicycle|person
000480.xml,person|aeroplane
000482.xml,train|person
000483.xml,horse|person
000484.xml,pottedplant
000486.xml,cat
000489.xml,bird
000491.xml,cow
000492.xml,chair|diningtable
000494.xml,car
000496.xml,diningtable|chair
000498.xml,bottle|person
000499.xml,person|motorbike
000500.xml,bicycle|person
000501.xml,dog
000503.xml,sofa
000508.xml,bird
000509.xml,car
000513.xml,boat
000514.xml,aeroplane
000515.xml,bicycle|person|car
000516.xml,cat|person|sofa
000518.xml,person|bus
000519.xml,boat
000520.xml,person
000522.xml,car
000523.xml,person|horse
000524.xml,horse|person
000525.xml,motorbike|person
000526.xml,person|chair
000528.xml,cat
000530.xml,person|sofa
000531.xml,person|bottle
000535.xml,bicycle|person
000537.xml,dog
000540.xml,train
000541.xml,car|person
000543.xml,car
000544.xml,cat
000545.xml,person|car
000549.xml,cat
000550.xml,diningtable|chair
000552.xml,aeroplane
000554.xml,person|sofa|car
000555.xml,sofa|person|chair
000559.xml,bottle|tvmonitor
000563.xml,boat
000564.xml,diningtable|bottle|chair
000565.xml,bicycle
000577.xml,horse
000579.xml,car|motorbike|person
000581.xml,sheep
000582.xml,dog
000583.xml,motorbike|person
000588.xml,sheep
000589.xml,person
000590.xml,car
000591.xml,person|chair|diningtable
000592.xml,chair|sofa|pottedplant|tvmonitor
000597.xml,person|chair|tvmonitor
000598.xml,tvmonitor|chair
000599.xml,chair|sofa
000601.xml,pottedplant
000605.xml,car
000608.xml,boat
000609.xml,dog
000610.xml,aeroplane
000612.xml,person|train
000613.xml,diningtable|chair|person
000619.xml,bird
000620.xml,car
000622.xml,cow
000625.xml,chair|person
000626.xml,person|tvmonitor
000628.xml,car|pottedplant|person
000632.xml,tvmonitor|sofa|chair
000633.xml,tvmonitor|person
000635.xml,train
000637.xml,bicycle
000645.xml,bird
000647.xml,aeroplane
000648.xml,person|bus|aeroplane|car
000653.xml,car
000654.xml,sheep|person|dog
000656.xml,dog
000657.xml,aeroplane
000660.xml,sofa
000661.xml,sofa|pottedplant|chair
000663.xml,bus|car
000667.xml,horse
000671.xml,bicycle
000672.xml,car
000675.xml,train
000676.xml,sheep
000677.xml,person
000680.xml,bird
000682.xml,bird
000684.xml,chair|person|bottle
000685.xml,motorbike
000686.xml,motorbike
000688.xml,car|person
000689.xml,train
000690.xml,bicycle|cat|person
000694.xml,person
000695.xml,horse|person
000699.xml,dog|chair
000700.xml,car
000702.xml,horse|person
000705.xml,cat
000707.xml,tvmonitor|chair
000709.xml,person|sofa|chair
000710.xml,cat|chair|pottedplant
000711.xml,pottedplant
000712.xml,train
000713.xml,boat
000714.xml,bird
000717.xml,chair|person
000720.xml,dog
000726.xml,bottle|person
000728.xml,cow
000729.xml,pottedplant
000730.xml,aeroplane
000731.xml,bird|person
000733.xml,person|motorbike
000738.xml,aeroplane
000739.xml,person
000740.xml,boat
000742.xml,boat|person
000746.xml,dog
000748.xml,bus
000750.xml,person
000752.xml,sofa|person
000753.xml,diningtable|bottle|person
000754.xml,bus|bicycle|car
000755.xml,bicycle|person
000756.xml,dog
000760.xml,horse|person
000761.xml,chair|tvmonitor|sofa
000763.xml,aeroplane
000764.xml,horse
000767.xml,cow
000768.xml,bus
000770.xml,cow|person|bicycle|motorbike
000771.xml,chair|sofa
000772.xml,dog
000774.xml,train
000776.xml,car
000777.xml,dog|person
000780.xml,chair|pottedplant
000782.xml,bus|person
000786.xml,cow|person
000787.xml,car
000791.xml,train
000793.xml,person|bicycle|bus
000794.xml,cat
000796.xml,bird
000797.xml,dog|person|sofa
000799.xml,horse|person
000800.xml,car
000802.xml,person|bicycle
000804.xml,chair|sofa
000805.xml,dog|person
000806.xml,person
000808.xml,cow
000810.xml,person
000812.xml,bicycle|person
000814.xml,person
000815.xml,aeroplane
000816.xml,bicycle|person
000818.xml,train|car
000820.xml,sheep
000822.xml,motorbike
000823.xml,car
000826.xml,boat
000827.xml,cow
000828.xml,person
000829.xml,bus|car|bicycle|person
000830.xml,diningtable|chair
000831.xml,train
000832.xml,bird
000834.xml,cow|person
000842.xml,dog|person
000843.xml,tvmonitor|person
000845.xml,aeroplane
000847.xml,diningtable|person
000848.xml,person|sofa|chair
000849.xml,dog
000850.xml,bird
000851.xml,motorbike|person
000854.xml,sofa|chair|pottedplant|person
000855.xml,bus|bicycle|person|car
000857.xml,cat
000859.xml,person|sofa|chair
000860.xml,car|person
000862.xml,person|boat
000863.xml,train
000865.xml,diningtable|chair|pottedplant|bottle|person
000867.xml,pottedplant
000868.xml,sofa|pottedplant
000871.xml,car
000872.xml,aeroplane
000874.xml,person
000876.xml,cat
000878.xml,bicycle|person
000879.xml,horse|person
000880.xml,bird|cow
000882.xml,dog
000885.xml,bicycle|person
000887.xml,aeroplane
000888.xml,car
000889.xml,pottedplant
000892.xml,person|motorbike
000895.xml,person
000896.xml,aeroplane
000898.xml,sofa|person
000899.xml,train
000900.xml,sheep
000902.xml,dog|person
000903.xml,person|chair
000904.xml,cow|person|horse
000906.xml,car|person|boat
000908.xml,aeroplane
000911.xml,car|bus|bicycle|person
000912.xml,cat
000915.xml,diningtable|person|chair
000917.xml,pottedplant|bird|chair
000918.xml,person|chair
000919.xml,dog
000920.xml,train|person
000921.xml,cat|chair
000923.xml,tvmonitor|sofa|pottedplant
000926.xml,person
000929.xml,diningtable|bottle|chair
000931.xml,boat
000934.xml,aeroplane
000935.xml,car
000936.xml,aeroplane
000937.xml,car|person
000943.xml,chair|person|sofa
000946.xml,train
000947.xml,dog
000948.xml,tvmonitor|chair|person
000949.xml,bicycle|person
000950.xml,chair|diningtable
000951.xml,bottle
000954.xml,bird
000958.xml,dog
000962.xml,cat|pottedplant
000964.xml,bird
000965.xml,dog|cat|sofa
000966.xml,train|person
000967.xml,person|train
000971.xml,bus|person
000972.xml,car
000973.xml,bicycle
000977.xml,car
000980.xml,bird
000982.xml,aeroplane|person
000987.xml,person|car|motorbike
000989.xml,tvmonitor
000991.xml,person|horse
000993.xml,train
000996.xml,chair|diningtable|person
000997.xml,sofa|tvmonitor
000999.xml,bottle|person
001001.xml,cat|person
001002.xml,boat
001004.xml,bird
001008.xml,motorbike
001009.xml,cat
001010.xml,tvmonitor
001011.xml,tvmonitor|person
001012.xml,aeroplane
001014.xml,dog|person|chair
001015.xml,bird
001017.xml,motorbike|person
001018.xml,sofa|chair|diningtable
001024.xml,tvmonitor|person
001027.xml,chair|sofa|bicycle|tvmonitor
001028.xml,chair|person
001036.xml,person
001041.xml,bird
001042.xml,dog|person
001043.xml,cat
001045.xml,bottle
001050.xml,person|bicycle
001052.xml,car
001053.xml,dog
001056.xml,dog
001057.xml,car|person
001060.xml,car|bicycle|person
001061.xml,bird|person
001062.xml,tvmonitor
001064.xml,horse|person
001066.xml,person
001068.xml,motorbike
001069.xml,car
001071.xml,person|horse|car
001072.xml,sofa|person
001073.xml,cow
001074.xml,bird
001077.xml,tvmonitor
001078.xml,cat
001079.xml,person|pottedplant|diningtable
001082.xml,cat|pottedplant
001083.xml,train
001084.xml,horse|person
001091.xml,person|diningtable|pottedplant
001092.xml,dog|person
001093.xml,car
001097.xml,person
001101.xml,person|motorbike
001102.xml,aeroplane
001104.xml,dog
001106.xml,chair|diningtable
001107.xml,aeroplane
001109.xml,person
001110.xml,cat
001112.xml,train|car|pottedplant
001113.xml,person
001119.xml,car
001121.xml,boat
001124.xml,bus|car
001125.xml,car|person
001127.xml,dog|sofa
001129.xml,sofa|person
001130.xml,cow
001136.xml,boat|bird
001137.xml,person
001140.xml,dog|person
001142.xml,pottedplant
001143.xml,cow
001144.xml,aeroplane
001145.xml,dog|person
001147.xml,person
001148.xml,car
001149.xml,sofa|tvmonitor|pottedplant
001151.xml,dog|person
001152.xml,bus|person
001154.xml,sofa|pottedplant
001156.xml,cat
001158.xml,chair
001160.xml,aeroplane
001161.xml,train
001164.xml,diningtable|person|chair|pottedplant
001166.xml,tvmonitor
001168.xml,person
001170.xml,person|sofa
001171.xml,motorbike|person
001172.xml,train
001174.xml,sofa|chair|diningtable
001175.xml,person|tvmonitor
001176.xml,boat
001182.xml,cow
001184.xml,bicycle
001185.xml,cat|person|diningtable|bottle
001186.xml,bicycle|person
001187.xml,chair|sofa
001191.xml,sheep
001192.xml,dog
001194.xml,bicycle
001199.xml,motorbike
001200.xml,train
001201.xml,motorbike|person
001203.xml,dog
001204.xml,sofa|tvmonitor|chair
001205.xml,boat
001206.xml,person|dog
001207.xml,bird
001209.xml,dog
001211.xml,cat|dog|chair
001212.xml,person|pottedplant
001214.xml,chair|tvmonitor|sofa
001215.xml,bicycle
001221.xml,train|person
001224.xml,bicycle|person
001225.xml,dog
001226.xml,dog
001229.xml,bottle|person
001230.xml,aeroplane
001231.xml,chair|sofa
001233.xml,cat
001234.xml,person|dog|tvmonitor
001236.xml,horse|person
001237.xml,car
001239.xml,dog
001240.xml,person
001241.xml,horse|person
001247.xml,boat
001248.xml,person
001250.xml,bird
001254.xml,person|horse
001258.xml,car
001259.xml,person|bicycle
001260.xml,bird
001263.xml,chair|sofa|diningtable
001265.xml,person
001266.xml,motorbike|person
001268.xml,car
001269.xml,person
001270.xml,aeroplane
001272.xml,bottle|person
001273.xml,bird
001274.xml,cat
001277.xml,aeroplane
001279.xml,person|chair
001281.xml,car|person
001284.xml,person
001286.xml,motorbike
001287.xml,horse|person
001288.xml,aeroplane
001289.xml,bird
001290.xml,car
001292.xml,bottle|person|car
001293.xml,dog
001294.xml,car
001298.xml,person|boat
001299.xml,cow
001304.xml,person|bicycle
001309.xml,bicycle|person
001310.xml,sheep|person
001311.xml,bicycle|person
001312.xml,cow
001314.xml,cat
001315.xml,sofa|person
001316.xml,dog
001323.xml,train
001324.xml,dog
001325.xml,boat|person
001326.xml,sofa
001327.xml,person
001330.xml,car|person
001332.xml,aeroplane
001333.xml,motorbike|person
001334.xml,car
001337.xml,horse|person
001341.xml,bird
001343.xml,tvmonitor|chair|sofa
001345.xml,chair
001346.xml,bottle|person
001348.xml,bird
001350.xml,chair|person
001352.xml,person|chair|car
001360.xml,car
001361.xml,bird
001362.xml,person|sofa
001364.xml,car
001365.xml,bird
001371.xml,car
001375.xml,bird
001378.xml,person|bird
001383.xml,train
001384.xml,car
001385.xml,bus|car
001386.xml,motorbike|car
001387.xml,cat
001388.xml,sofa|person
001390.xml,person|sofa
001393.xml,diningtable|chair|person|bottle
001395.xml,cat
001397.xml,dog
001400.xml,aeroplane
001402.xml,sofa|bicycle
001404.xml,cat
001405.xml,horse|person
001406.xml,dog|person|sofa
001408.xml,bottle|person|pottedplant
001409.xml,car|person
001413.xml,bird
001414.xml,person|car
001418.xml,dog
001420.xml,horse|person|pottedplant
001421.xml,person|chair|diningtable
001426.xml,motorbike|person
001427.xml,bicycle|person
001430.xml,diningtable|person|pottedplant|tvmonitor
001432.xml,car
001434.xml,person|bus
001436.xml,aeroplane
001439.xml,diningtable|chair
001441.xml,chair|diningtable
001442.xml,cow
001443.xml,cat|chair
001444.xml,sofa|chair|pottedplant|bottle|tvmonitor
001445.xml,bus|person|car
001450.xml,person|motorbike
001451.xml,diningtable|bottle|person|pottedplant
001453.xml,bird
001455.xml,bicycle|person|car
001457.xml,sofa|chair
001460.xml,person|bicycle
001463.xml,boat|person
001464.xml,pottedplant
001465.xml,chair|diningtable|bottle
001466.xml,car
001467.xml,dog
001468.xml,cow
001470.xml,tvmonitor
001472.xml,car|person
001475.xml,motorbike|person
001479.xml,person|pottedplant
001480.xml,sofa|person
001481.xml,boat
001483.xml,train
001484.xml,boat|person
001485.xml,motorbike|person
001486.xml,cat
001488.xml,car
001490.xml,dog|bottle
001492.xml,car
001493.xml,person|bottle
001494.xml,car
001497.xml,boat
001498.xml,person
001499.xml,person
001501.xml,bicycle|person
001504.xml,person
001509.xml,person
001510.xml,person|motorbike
001512.xml,bird
001514.xml,person|sofa
001515.xml,horse
001517.xml,dog|chair
001521.xml,person|horse
001522.xml,bottle
001523.xml,horse|person
001524.xml,dog|person
001526.xml,person
001528.xml,bird
001529.xml,tvmonitor|sofa|chair
001531.xml,chair|person
001532.xml,car|bus|motorbike|person
001536.xml,tvmonitor|person
001537.xml,person|diningtable|bottle
001539.xml,bicycle
001541.xml,cat
001543.xml,tvmonitor|sofa
001544.xml,person
001545.xml,aeroplane
001548.xml,person|chair
001553.xml,bicycle
001554.xml,dog|person
001555.xml,cat
001556.xml,horse
001557.xml,aeroplane|person
001559.xml,car
001561.xml,person|car
001563.xml,diningtable|person|bottle|chair
001565.xml,train
001571.xml,person
001576.xml,car
001577.xml,chair|diningtable|person
001579.xml,bicycle|person
001580.xml,person|sofa|pottedplant|bottle
001582.xml,cat
001586.xml,horse|person
001588.xml,tvmonitor|sofa
001590.xml,bottle|tvmonitor
001593.xml,person|diningtable|pottedplant
001594.xml,sheep|person|dog
001595.xml,bus
001597.xml,bird
001598.xml,sheep
001603.xml,person|bicycle
001604.xml,car
001607.xml,dog
001608.xml,person
001610.xml,cat
001611.xml,person
001612.xml,train
001614.xml,cow
001617.xml,motorbike|person
001618.xml,car
001622.xml,bicycle|person|car
001627.xml,person
001628.xml,horse|person
001630.xml,person|bicycle
001632.xml,horse
001633.xml,diningtable|chair
001636.xml,bicycle
001638.xml,aeroplane
001640.xml,car|person
001642.xml,dog
001643.xml,sofa|dog
001647.xml,bird
001649.xml,chair|person
001650.xml,tvmonitor|sofa|chair
001651.xml,person|chair
001653.xml,train
001654.xml,bicycle|person|car
001661.xml,sheep
001662.xml,car
001669.xml,cat
001673.xml,cat|bottle
001675.xml,dog
001676.xml,car
001677.xml,diningtable|chair
001678.xml,tvmonitor|person|chair
001680.xml,dog
001682.xml,person|bottle
001683.xml,chair|diningtable
001684.xml,bird
001685.xml,bird
001686.xml,person
001688.xml,motorbike
001689.xml,person|chair
001690.xml,person|horse
001691.xml,bus|person
001693.xml,car
001699.xml,horse|car
001707.xml,bird
001708.xml,aeroplane
001711.xml,horse|person
001713.xml,cow
001714.xml,sheep
001717.xml,tvmonitor|person|chair
001718.xml,dog
001721.xml,person
001723.xml,motorbike|person
001724.xml,horse
001725.xml,tvmonitor|person
001726.xml,bicycle|person
001727.xml,horse|person
001729.xml,sofa|pottedplant|person|chair
001730.xml,horse|person
001732.xml,boat
001733.xml,sheep
001734.xml,sheep
001738.xml,dog
001739.xml,bird
001741.xml,cow
001746.xml,car|sofa
001747.xml,cat
001749.xml,person
001750.xml,sheep
001752.xml,tvmonitor
001754.xml,bottle|person|pottedplant
001755.xml,cat
001756.xml,diningtable|chair|bottle|person
001758.xml,dog|person
001759.xml,dog|person
001761.xml,aeroplane
001765.xml,motorbike
001766.xml,person|horse
001768.xml,cat
001771.xml,chair
001772.xml,person
001775.xml,train|person
001777.xml,bottle|chair|diningtable|pottedplant
001778.xml,dog
001780.xml,motorbike|car
001782.xml,bird
001784.xml,person
001785.xml,person
001787.xml,bird
001789.xml,train|person
001793.xml,person|diningtable
001795.xml,person
001797.xml,sofa|person
001799.xml,cow|person
001800.xml,sofa|person
001801.xml,motorbike|person|car
001806.xml,cow|person
001807.xml,horse|person
001809.xml,tvmonitor|person|sofa
001810.xml,tvmonitor|person
001816.xml,cat
001818.xml,bird
001821.xml,car
001825.xml,cat|dog
001827.xml,tvmonitor
001828.xml,chair|person
001830.xml,person
001832.xml,person|dog
001833.xml,bicycle|person
001834.xml,diningtable
001836.xml,sofa|person
001837.xml,person|chair
001840.xml,cat
001841.xml,person
001842.xml,aeroplane
001843.xml,bottle|person
001845.xml,car
001847.xml,boat
001849.xml,person
001853.xml,bird
001854.xml,motorbike|person
001855.xml,bird
001858.xml,aeroplane
001860.xml,chair|bird
001861.xml,bicycle|person
001862.xml,car
001864.xml,chair|person
001870.xml,aeroplane
001872.xml,sheep
001875.xml,tvmonitor
001877.xml,car
001878.xml,sofa
001881.xml,car|person
001882.xml,sofa|chair
001887.xml,chair|diningtable|person|boat
001888.xml,cat
001892.xml,bus
001894.xml,person|horse
001896.xml,bird
001898.xml,tvmonitor|pottedplant
001899.xml,car|motorbike|person
001901.xml,chair|diningtable|sofa
001902.xml,bus|car|person
001903.xml,motorbike|bicycle|person
001904.xml,person
001906.xml,cat
001907.xml,train
001911.xml,aeroplane
001915.xml,bird
001918.xml,person
001920.xml,sofa|person|tvmonitor
001922.xml,aeroplane
001927.xml,horse|person
001928.xml,motorbike
001930.xml,train|person
001931.xml,car
001932.xml,person|chair
001933.xml,bird
001934.xml,cat
001936.xml,aeroplane
001937.xml,car
001938.xml,person
001940.xml,cat|dog
001941.xml,motorbike|person
001944.xml,car|person|chair
001945.xml,person|horse
001948.xml,motorbike
001950.xml,person|car
001952.xml,bird
001954.xml,car
001958.xml,person
001960.xml,horse
001962.xml,bus|car
001963.xml,person|bottle|diningtable|chair
001964.xml,bird
001970.xml,bottle
001971.xml,cat|chair
001972.xml,dog
001976.xml,boat
001977.xml,person
001978.xml,person|chair
001980.xml,person|car
001981.xml,cat
001982.xml,cat
001985.xml,dog
001989.xml,person
001995.xml,chair
001999.xml,chair|person
002000.xml,boat|person
002001.xml,aeroplane
002002.xml,chair
002004.xml,tvmonitor
002006.xml,cat
002011.xml,dog
002012.xml,person
002015.xml,pottedplant
002019.xml,car
002020.xml,bird
002021.xml,cow
002022.xml,motorbike|person
002023.xml,car
002024.xml,bus|person
002025.xml,chair|diningtable
002027.xml,bus
002030.xml,person|bottle|diningtable
002034.xml,cat|dog
002036.xml,train
002037.xml,bird
002039.xml,boat
002042.xml,horse
002043.xml,horse
002045.xml,car
002047.xml,sofa
002049.xml,pottedplant
002051.xml,person|bird
002054.xml,train
002055.xml,dog|person|sofa
002056.xml,bus|car
002058.xml,cat
002061.xml,sofa|diningtable|person
002063.xml,diningtable|chair
002064.xml,bicycle|diningtable|chair
002067.xml,cat
002068.xml,train
002069.xml,bicycle|person
002070.xml,sofa
002082.xml,motorbike|person
002083.xml,train
002086.xml,tvmonitor
002088.xml,cow
002090.xml,person|chair
002091.xml,boat|person
002094.xml,bird
002095.xml,cat
002096.xml,person
002098.xml,bottle
002099.xml,aeroplane
002101.xml,dog
002102.xml,bird
002104.xml,person|motorbike
002108.xml,person|diningtable|pottedplant
002109.xml,cat
002112.xml,bottle
002114.xml,person|train
002116.xml,dog|sofa|car|pottedplant|person
002117.xml,tvmonitor|dog|person
002120.xml,bird|person
002124.xml,sofa|chair|tvmonitor
002125.xml,car
002126.xml,cow
002129.xml,aeroplane
002132.xml,tvmonitor
002134.xml,car
002135.xml,car
002136.xml,bird
002139.xml,bottle
002140.xml,dog
002142.xml,person
002145.xml,cat|person
002146.xml,dog
002151.xml,cat
002152.xml,cow
002153.xml,car
002155.xml,motorbike
002156.xml,chair|diningtable|person
002158.xml,bird
002163.xml,person
002165.xml,bird
002166.xml,train
002169.xml,person
002170.xml,car|person
002171.xml,person|bicycle
002172.xml,motorbike|person
002174.xml,car|tvmonitor|person
002176.xml,sofa|person|pottedplant
002178.xml,car
002179.xml,pottedplant
002180.xml,train|car|person
002181.xml,chair
002182.xml,car
002183.xml,horse|person
002184.xml,dog
002186.xml,person|chair|diningtable
002187.xml,person|horse
002190.xml,horse|person
002191.xml,motorbike
002192.xml,pottedplant
002193.xml,person
002194.xml,chair|person
002196.xml,cat
002197.xml,car
002199.xml,dog
002201.xml,bus
002202.xml,cat
002208.xml,boat
002209.xml,sheep
002212.xml,bird
002213.xml,horse|person
002214.xml,bus|train|person
002215.xml,cat
002218.xml,dog|chair
002219.xml,person
002220.xml,person
002221.xml,person|chair|diningtable|bottle
002224.xml,person
002226.xml,bottle|person
002228.xml,bus|car
002233.xml,person
002234.xml,boat
002237.xml,cow
002238.xml,horse|person
002241.xml,car|person
002244.xml,car|person
002247.xml,car
002248.xml,car
002249.xml,horse
002251.xml,sofa
002253.xml,bicycle|bottle
002255.xml,aeroplane
002256.xml,bus|person
002257.xml,bicycle
002259.xml,sofa
002260.xml,motorbike
002261.xml,horse|person
002263.xml,sheep
002265.xml,person|bird
002266.xml,aeroplane
002267.xml,sheep
002268.xml,dog|cat|sofa
002270.xml,bicycle
002272.xml,bicycle|person
002273.xml,horse|person
002276.xml,bird
002277.xml,dog|person
002278.xml,bus
002279.xml,aeroplane
002280.xml,tvmonitor
002281.xml,car|person
002284.xml,pottedplant
002285.xml,person
002287.xml,bottle|dog|chair
002288.xml,boat|person
002290.xml,motorbike|person
002291.xml,car
002293.xml,person
002300.xml,cow
002302.xml,boat|person
002305.xml,chair|pottedplant
002306.xml,person
002307.xml,car|person
002308.xml,cat|chair
002310.xml,bird
002311.xml,car|person
002315.xml,dog
002318.xml,motorbike
002320.xml,pottedplant
002321.xml,train
002323.xml,cow
002324.xml,person
002328.xml,tvmonitor
002329.xml,horse|person
002330.xml,sheep
002332.xml,sofa|person
002333.xml,bird
002334.xml,chair|tvmonitor
002335.xml,sofa
002337.xml,bicycle|person
002340.xml,car
002342.xml,person
002343.xml,car
002345.xml,dog
002347.xml,pottedplant
002348.xml,aeroplane
002350.xml,bottle
002352.xml,train
002354.xml,aeroplane
002355.xml,car
002359.xml,dog
002361.xml,pottedplant|person
002362.xml,chair|sofa|pottedplant|person
002364.xml,dog
002366.xml,motorbike
002367.xml,person|motorbike
002368.xml,sofa|chair|diningtable
002369.xml,cow
002371.xml,bicycle
002372.xml,boat|person
002373.xml,car
002374.xml,bus|car
002375.xml,cat
002376.xml,aeroplane
002377.xml,bicycle
002378.xml,person|pottedplant
002382.xml,sofa|person
002384.xml,person|dog
002385.xml,diningtable|person
002387.xml,cow|person
002391.xml,cat
002392.xml,boat
002393.xml,car
002401.xml,person
002403.xml,person|bird|boat
002404.xml,bottle|chair|diningtable
002405.xml,horse|person
002407.xml,cat
002410.xml,person
002411.xml,car
002413.xml,person
002415.xml,dog
002417.xml,chair
002419.xml,motorbike|person
002420.xml,car
002423.xml,train
002425.xml,sofa|chair|person
002427.xml,sofa|pottedplant
002433.xml,person
002435.xml,boat
002436.xml,car
002437.xml,cat
002439.xml,aeroplane|car
002441.xml,cat|tvmonitor
002442.xml,diningtable|chair|bottle
002443.xml,dog|person
002444.xml,person|bottle
002445.xml,cat
002448.xml,person|horse
002450.xml,dog|person
002452.xml,sheep
002454.xml,car
002456.xml,chair|diningtable
002458.xml,motorbike|person
002459.xml,person
002460.xml,bicycle|person
002461.xml,cat|sofa
002462.xml,train
002465.xml,boat
002466.xml,dog
002468.xml,bird
002470.xml,cat
002471.xml,horse
002472.xml,person|aeroplane
002476.xml,person
002477.xml,train|person
002478.xml,car
002479.xml,boat
002480.xml,cat
002481.xml,person
002483.xml,sofa|pottedplant|cat|chair|person
002490.xml,bus|car
002491.xml,person
002492.xml,sofa|chair
002493.xml,car
002494.xml,cow
002496.xml,train
002497.xml,person|car
002500.xml,boat
002501.xml,chair|sofa|person
002502.xml,train
002504.xml,car|person
002505.xml,cow
002508.xml,bicycle
