image_name,tags
COCO_train2014_000000097914,bottle wine_glass fork hot_dog pizza chair dining_table refrigerator
COCO_train2014_000000079323,person hot_dog
COCO_train2014_000000580942,bottle hot_dog chair dining_table
COCO_train2014_000000492642,cup hot_dog dining_table
COCO_train2014_000000061215,sandwich hot_dog dining_table
COCO_train2014_000000178208,person sandwich hot_dog dining_table
COCO_train2014_000000413528,person bowl hot_dog
COCO_train2014_000000069383,person dog chair
COCO_train2014_000000333688,person dog backpack chair
COCO_train2014_000000413989,person bus dog backpack handbag cell_phone
COCO_train2014_000000518829,person dog sheep handbag cell_phone
COCO_train2014_000000278303,person bird dog
COCO_train2014_000000565951,bench dog
COCO_train2014_000000520325,person bicycle car dog backpack handbag
COCO_train2014_000000216528,person dog horse
COCO_train2014_000000220072,person dog
COCO_train2014_000000537041,dog
COCO_train2014_000000488440,person dog
COCO_train2014_000000110674,dog surfboard
COCO_train2014_000000501635,person bench dog backpack handbag
COCO_train2014_000000531313,dog bed
COCO_train2014_000000024002,person dog toothbrush
COCO_train2014_000000517521,dog chair couch toilet sink book vase
COCO_train2014_000000404236,person boat dog umbrella handbag kite
COCO_train2014_000000008019,person car truck dog kite
COCO_train2014_000000466519,person car truck dog handbag bottle cup spoon bowl dining_table
COCO_train2014_000000028253,dog suitcase bottle cup potted_plant bed teddy_bear
COCO_train2014_000000288127,dog couch
COCO_train2014_000000522818,dog frisbee
COCO_train2014_000000110786,dog bed
COCO_train2014_000000248001,person dog bed
COCO_train2014_000000130851,person dog bed
COCO_train2014_000000079572,dog bed
COCO_train2014_000000176729,car dog
COCO_train2014_000000374308,person dog couch
COCO_train2014_000000001589,dog
COCO_train2014_000000544156,person dog
COCO_train2014_000000197427,dog bowl chair
COCO_train2014_000000359133,car dog
COCO_train2014_000000189737,dog cake couch dining_table
COCO_train2014_000000207152,person dog frisbee chair
COCO_train2014_000000250380,person dog frisbee
COCO_train2014_000000578650,person dog frisbee
COCO_train2014_000000321903,dog frisbee
COCO_train2014_000000179570,dog chair couch
COCO_train2014_000000159423,dog frisbee
COCO_train2014_000000067443,dog frisbee
COCO_train2014_000000567346,person dog couch
COCO_train2014_000000403798,dog chair couch
COCO_train2014_000000393909,person dog couch
COCO_train2014_000000439214,person dog couch potted_plant
COCO_train2014_000000102133,dog chair couch laptop
COCO_train2014_000000009539,bicycle dog cup chair dining_table tv book
COCO_train2014_000000071264,dog cup chair couch dining_table book
COCO_train2014_000000050323,person dog handbag chair couch book
COCO_train2014_000000044583,dog bowl couch
COCO_train2014_000000325936,dog cup chair couch potted_plant dining_table laptop remote
COCO_train2014_000000521709,person dog chair couch dining_table remote book
COCO_train2014_000000075973,person dog couch teddy_bear
COCO_train2014_000000330028,motorcycle dog
COCO_train2014_000000519850,person car truck bench dog backpack
COCO_train2014_000000054744,motorcycle dog
COCO_train2014_000000111131,dog bowl
COCO_train2014_000000134262,person dog tv keyboard book
COCO_train2014_000000417926,dog toilet
COCO_train2014_000000399181,dog chair potted_plant dining_table
COCO_train2014_000000357076,person motorcycle dog chair
COCO_train2014_000000339244,dog tv
COCO_train2014_000000523357,person bicycle car dog backpack
COCO_train2014_000000164659,person bicycle dog handbag
COCO_train2014_000000299154,person dog bowl chair couch dining_table tv laptop remote
COCO_train2014_000000481454,person bicycle car fire_hydrant dog
COCO_train2014_000000403184,person car dog
COCO_train2014_000000112482,dog
COCO_train2014_000000224128,car dog
COCO_train2014_000000359519,cat dog couch
COCO_train2014_000000262683,dog couch
COCO_train2014_000000177625,person dog couch remote
COCO_train2014_000000377983,person dog couch dining_table clock
COCO_train2014_000000201596,boat dog
COCO_train2014_000000315423,boat dog
COCO_train2014_000000230522,person bicycle car truck dog cow
COCO_train2014_000000495312,person dog tie bowl
COCO_train2014_000000042079,person truck dog
COCO_train2014_000000064899,truck dog
COCO_train2014_000000218870,person truck dog
COCO_train2014_000000458328,person car dog
COCO_train2014_000000056262,person dog bed
COCO_train2014_000000502284,dog bed remote
COCO_train2014_000000311301,person dog cup bed cell_phone book
COCO_train2014_000000257163,person dog
COCO_train2014_000000343319,person car dog
COCO_train2014_000000169229,dog couch
COCO_train2014_000000520123,dog bed
COCO_train2014_000000169353,person dog
COCO_train2014_000000505978,dog frisbee
COCO_train2014_000000534141,dog
COCO_train2014_000000397254,dog
COCO_train2014_000000499451,person dog handbag bottle
COCO_train2014_000000115763,dog
COCO_train2014_000000344127,person dog frisbee
COCO_train2014_000000328760,dog frisbee
COCO_train2014_000000056877,person dog
COCO_train2014_000000212023,dog horse vase
COCO_train2014_000000211340,dog cow
COCO_train2014_000000379733,boat dog
COCO_train2014_000000327805,person boat bird dog clock
COCO_train2014_000000097613,person boat dog
COCO_train2014_000000168784,dog tie
COCO_train2014_000000294116,dog horse
COCO_train2014_000000580525,dog teddy_bear
COCO_train2014_000000343737,person bench dog
COCO_train2014_000000174305,person dog
COCO_train2014_000000481101,person car dog frisbee
COCO_train2014_000000100583,dog frisbee
COCO_train2014_000000048319,person dog frisbee
COCO_train2014_000000450590,dog frisbee
COCO_train2014_000000267798,person dog frisbee
COCO_train2014_000000426947,dog frisbee
COCO_train2014_000000314574,dog suitcase
COCO_train2014_000000154847,person dog skis
COCO_train2014_000000242541,dog
COCO_train2014_000000029509,person dog frisbee
COCO_train2014_000000455881,person dog horse tie
COCO_train2014_000000290370,person dog banana
COCO_train2014_000000526458,person dog surfboard
COCO_train2014_000000078689,cat dog chair bed laptop remote
COCO_train2014_000000372136,person dog surfboard
COCO_train2014_000000252937,person dog surfboard
COCO_train2014_000000353504,dog surfboard
COCO_train2014_000000279935,bench dog
COCO_train2014_000000268147,person car bench dog
COCO_train2014_000000383662,bench dog
COCO_train2014_000000393384,person car dog sports_ball
COCO_train2014_000000336172,person dog horse
COCO_train2014_000000415335,dog
COCO_train2014_000000310390,person dog potted_plant dining_table laptop
COCO_train2014_000000553202,person bench dog sheep chair
COCO_train2014_000000280241,dog sheep
COCO_train2014_000000192450,dog sheep
COCO_train2014_000000286302,person car bench dog handbag cell_phone clock
COCO_train2014_000000206280,person dog bottle wine_glass cup fork knife spoon bowl apple chair potted_plant dining_table oven clock
COCO_train2014_000000083271,bench dog
COCO_train2014_000000434992,person bench dog handbag chair
COCO_train2014_000000024861,person dog
COCO_train2014_000000244646,person dog cup chair dining_table laptop sink refrigerator book
COCO_train2014_000000405437,person dog orange
COCO_train2014_000000239644,person bicycle bench dog
COCO_train2014_000000221840,person dog couch vase
COCO_train2014_000000103331,dog couch
COCO_train2014_000000012996,dog couch book
COCO_train2014_000000038827,dog couch
COCO_train2014_000000285965,dog potted_plant
COCO_train2014_000000194896,dog sheep
COCO_train2014_000000125091,person dog frisbee
COCO_train2014_000000550540,person dog frisbee
COCO_train2014_000000158137,person dog
COCO_train2014_000000209133,dog frisbee
COCO_train2014_000000021048,dog frisbee
COCO_train2014_000000030752,person truck dog backpack skis
COCO_train2014_000000125351,person car traffic_light dog skateboard
COCO_train2014_000000463044,person car dog skateboard
COCO_train2014_000000377278,person dog skateboard
COCO_train2014_000000575615,person car dog skateboard
COCO_train2014_000000162396,person dog backpack suitcase skateboard
COCO_train2014_000000071964,cat dog chair
COCO_train2014_000000181619,person dog bed
COCO_train2014_000000537558,dog
COCO_train2014_000000564204,person dog
COCO_train2014_000000052183,dog backpack handbag bottle cup spoon bowl chair dining_table laptop mouse keyboard book
COCO_train2014_000000279647,person dog couch clock
COCO_train2014_000000331863,person dog bottle cup bowl orange chair couch potted_plant dining_table laptop cell_phone refrigerator book vase
COCO_train2014_000000090359,person bicycle boat bench dog handbag
COCO_train2014_000000187420,person bicycle dog
COCO_train2014_000000534690,dog couch
COCO_train2014_000000153960,dog
COCO_train2014_000000482392,dog couch
COCO_train2014_000000029747,dog couch
COCO_train2014_000000055296,dog frisbee
COCO_train2014_000000373540,dog bed
COCO_train2014_000000005782,dog
COCO_train2014_000000116480,person dog surfboard
COCO_train2014_000000539575,person dog bottle dining_table
COCO_train2014_000000392186,dog bed book
COCO_train2014_000000396296,person dog banana
COCO_train2014_000000478410,person dog cup fork knife bowl carrot chair potted_plant dining_table
COCO_train2014_000000508555,dog pizza
COCO_train2014_000000309968,dog pizza
COCO_train2014_000000058073,dog sports_ball
COCO_train2014_000000521697,person dog backpack frisbee
COCO_train2014_000000333954,person dog
COCO_train2014_000000060622,person train bench dog umbrella handbag chair
COCO_train2014_000000152965,person dog cup bowl dining_table
COCO_train2014_000000082142,person dog
COCO_train2014_000000302543,dog
COCO_train2014_000000182242,person truck dog
COCO_train2014_000000448530,person cat dog bottle refrigerator
COCO_train2014_000000245842,person dog backpack skis
COCO_train2014_000000554082,person dog horse
COCO_train2014_000000505629,person car bench dog
COCO_train2014_000000271580,person car dog sheep handbag
COCO_train2014_000000081686,dog couch
COCO_train2014_000000521112,dog
COCO_train2014_000000342885,dog frisbee
COCO_train2014_000000574770,dog
COCO_train2014_000000352107,car dog
COCO_train2014_000000023917,cat dog bowl chair
COCO_train2014_000000526671,cat dog
COCO_train2014_000000090540,cat dog couch
COCO_train2014_000000394976,cat dog
COCO_train2014_000000519203,person bicycle truck parking_meter dog
COCO_train2014_000000027763,bicycle traffic_light dog
COCO_train2014_000000377422,person bicycle dog backpack
COCO_train2014_000000332434,person dog
COCO_train2014_000000523010,person car bus dog
COCO_train2014_000000338025,person car dog
COCO_train2014_000000340270,dog
COCO_train2014_000000380319,car dog
COCO_train2014_000000315944,dog bowl
COCO_train2014_000000261664,dog bowl oven sink refrigerator
COCO_train2014_000000461099,person dog bottle bowl
COCO_train2014_000000282590,person dog frisbee
COCO_train2014_000000411417,person motorcycle dog handbag
COCO_train2014_000000177829,person car dog frisbee
COCO_train2014_000000202912,person dog frisbee chair
COCO_train2014_000000444350,person dog handbag frisbee cell_phone
COCO_train2014_000000578580,dog sports_ball chair
COCO_train2014_000000225398,dog frisbee
COCO_train2014_000000572254,dog chair
COCO_train2014_000000571903,dog frisbee
COCO_train2014_000000496818,dog frisbee
COCO_train2014_000000273885,person cat dog
COCO_train2014_000000476173,cat dog bowl
COCO_train2014_000000081918,cat dog
COCO_train2014_000000480344,person dog cow
COCO_train2014_000000016759,cat dog
COCO_train2014_000000091275,dog frisbee
COCO_train2014_000000192516,car truck dog chair
COCO_train2014_000000218875,dog frisbee
COCO_train2014_000000468049,person dog potted_plant
COCO_train2014_000000112832,dog chair tv keyboard book
COCO_train2014_000000025854,dog
COCO_train2014_000000540410,dog
COCO_train2014_000000193506,person dog bowl bed dining_table tv book
COCO_train2014_000000380893,person dog tie dining_table tv book
COCO_train2014_000000113168,dog microwave
COCO_train2014_000000354569,dog backpack potted_plant clock
COCO_train2014_000000273443,dog bed
COCO_train2014_000000038372,dog chair potted_plant
COCO_train2014_000000569177,person bus dog
COCO_train2014_000000222199,dog sheep
COCO_train2014_000000223203,car fire_hydrant dog
COCO_train2014_000000026713,person bird dog bed
COCO_train2014_000000025239,dog
COCO_train2014_000000247086,dog
COCO_train2014_000000466643,dog
COCO_train2014_000000358222,dog
COCO_train2014_000000078593,dog frisbee
COCO_train2014_000000287210,car motorcycle dog
COCO_train2014_000000243964,dog tv
COCO_train2014_000000252627,dog
COCO_train2014_000000340276,dog frisbee
COCO_train2014_000000305564,dog handbag bed laptop book teddy_bear
COCO_train2014_000000206636,person car dog backpack frisbee cup chair
COCO_train2014_000000119787,person dog cell_phone
COCO_train2014_000000088241,dog teddy_bear
COCO_train2014_000000423081,person dog surfboard
COCO_train2014_000000365293,person dog surfboard
COCO_train2014_000000148938,person dog bed vase
COCO_train2014_000000187432,cat dog bed
COCO_train2014_000000290753,dog bed
COCO_train2014_000000104999,person dog couch bed laptop
COCO_train2014_000000292302,dog sports_ball
COCO_train2014_000000081748,dog umbrella sports_ball bed
COCO_train2014_000000020770,person dog surfboard
COCO_train2014_000000574992,dog bottle
COCO_train2014_000000406716,car dog bottle chair
COCO_train2014_000000396054,dog
COCO_train2014_000000108606,person dog umbrella frisbee chair
COCO_train2014_000000498740,person dog frisbee
COCO_train2014_000000240902,dog bottle
COCO_train2014_000000308760,dog handbag bowl
COCO_train2014_000000150211,dog
COCO_train2014_000000415026,dog
COCO_train2014_000000270102,bicycle dog cup chair
COCO_train2014_000000363341,dog laptop
COCO_train2014_000000580943,dog chair
COCO_train2014_000000563436,dog apple
COCO_train2014_000000369041,person dog frisbee
COCO_train2014_000000358534,person dog frisbee
COCO_train2014_000000161719,person bicycle dog bottle cup fork bowl broccoli carrot chair dining_table tv book
COCO_train2014_000000471095,person dog
COCO_train2014_000000552575,dog frisbee
COCO_train2014_000000553396,person dog frisbee
COCO_train2014_000000038353,dog backpack sports_ball bottle cup chair laptop mouse keyboard cell_phone book
COCO_train2014_000000358545,bench dog frisbee
COCO_train2014_000000009851,dog horse
COCO_train2014_000000436078,person dog horse chair dining_table
COCO_train2014_000000581097,dog chair book
COCO_train2014_000000450952,dog couch potted_plant teddy_bear
COCO_train2014_000000296946,dog
COCO_train2014_000000526295,dog couch teddy_bear
COCO_train2014_000000573873,person dog frisbee sports_ball
COCO_train2014_000000398674,dog frisbee
COCO_train2014_000000305986,dog frisbee
COCO_train2014_000000098304,dog bottle cup chair couch dining_table
COCO_train2014_000000530059,dog frisbee
COCO_train2014_000000569538,dog
COCO_train2014_000000366313,person car dog umbrella
COCO_train2014_000000145499,person dog bottle couch
COCO_train2014_000000400642,dog bed teddy_bear
COCO_train2014_000000423826,dog tie cup bed tv
COCO_train2014_000000224869,person car motorcycle dog clock
COCO_train2014_000000459111,person dog frisbee cell_phone
COCO_train2014_000000172597,person cat dog chair bed remote
COCO_train2014_000000227687,dog carrot couch
COCO_train2014_000000423267,person dog handbag
COCO_train2014_000000281764,person bicycle bench dog wine_glass dining_table
COCO_train2014_000000158322,person dog cup chair remote
COCO_train2014_000000452428,person dog
COCO_train2014_000000436288,person bench dog umbrella
COCO_train2014_000000194820,dog bottle laptop remote
COCO_train2014_000000076937,person dog handbag skateboard
COCO_train2014_000000253785,dog cup chair
COCO_train2014_000000006229,boat dog surfboard
COCO_train2014_000000264526,person dog skis
COCO_train2014_000000196061,person boat dog
COCO_train2014_000000151581,person car dog frisbee
COCO_train2014_000000318071,dog book
COCO_train2014_000000219312,person dog frisbee
COCO_train2014_000000212893,person dog frisbee couch
COCO_train2014_000000215223,car dog
COCO_train2014_000000127134,person bicycle car motorcycle dog
COCO_train2014_000000367758,person dog bottle
COCO_train2014_000000420594,car traffic_light dog
COCO_train2014_000000034356,person dog spoon bowl cake couch dining_table
COCO_train2014_000000428412,person dog frisbee
COCO_train2014_000000482310,dog bed
COCO_train2014_000000486421,person dog horse
COCO_train2014_000000240684,person dog
COCO_train2014_000000392035,person bird cat dog cup chair bed tv mouse keyboard book
COCO_train2014_000000248682,person dog frisbee
COCO_train2014_000000202807,person dog frisbee
COCO_train2014_000000495789,person dog horse
COCO_train2014_000000378662,person car parking_meter dog
COCO_train2014_000000061730,person bicycle motorcycle bench dog
COCO_train2014_000000518158,person dog potted_plant
COCO_train2014_000000118277,dog
COCO_train2014_000000513138,dog chair couch
COCO_train2014_000000383658,dog umbrella chair
COCO_train2014_000000448732,dog cup vase
COCO_train2014_000000394713,person bench dog chair book
COCO_train2014_000000330486,person dog horse
COCO_train2014_000000568187,person dog skateboard bowl chair
COCO_train2014_000000016677,dog sheep
COCO_train2014_000000513703,person car dog frisbee
COCO_train2014_000000308143,dog
COCO_train2014_000000341056,dog cake
COCO_train2014_000000558863,person dog
COCO_train2014_000000275885,dog
COCO_train2014_000000287666,person dog horse
COCO_train2014_000000228000,person dog cup chair couch remote
COCO_train2014_000000066976,dog couch remote
COCO_train2014_000000391976,person dog bottle bowl potted_plant sink refrigerator
COCO_train2014_000000092188,person bench dog cup fork cake chair dining_table
COCO_train2014_000000026645,car dog
COCO_train2014_000000192145,dog
COCO_train2014_000000445500,person bus dog handbag
COCO_train2014_000000000581,dog
COCO_train2014_000000105279,dog teddy_bear
COCO_train2014_000000145912,dog sheep
COCO_train2014_000000011080,dog frisbee
COCO_train2014_000000225543,dog bed
COCO_train2014_000000020315,person bench dog
COCO_train2014_000000539265,person dog frisbee
COCO_train2014_000000440752,person car bus truck traffic_light dog umbrella handbag
COCO_train2014_000000447520,person dog sandwich donut dining_table cell_phone
COCO_train2014_000000080094,person dog
COCO_train2014_000000542854,dog couch teddy_bear
COCO_train2014_000000003361,person dog frisbee chair
COCO_train2014_000000016950,dog
COCO_train2014_000000521355,person dog bed
COCO_train2014_000000173987,dog
COCO_train2014_000000056886,dog sheep
COCO_train2014_000000089350,person bench dog skateboard chair
COCO_train2014_000000333848,person dog bottle spoon bowl oven refrigerator
COCO_train2014_000000403720,person dog frisbee chair
COCO_train2014_000000378049,dog frisbee
COCO_train2014_000000198516,dog frisbee
COCO_train2014_000000185394,person boat dog horse
COCO_train2014_000000546703,person dog kite
COCO_train2014_000000095050,dog frisbee
COCO_train2014_000000520848,person car truck dog sheep dining_table
COCO_train2014_000000367951,bench dog bottle bowl toilet sink toothbrush
COCO_train2014_000000071313,person dog frisbee
COCO_train2014_000000400216,dog bed
COCO_train2014_000000304867,truck dog bowl
COCO_train2014_000000074316,dog cup chair couch potted_plant tv laptop
COCO_train2014_000000073906,dog tie couch
COCO_train2014_000000490336,dog frisbee sports_ball chair dining_table
COCO_train2014_000000082475,dog bottle
COCO_train2014_000000146623,person dog frisbee chair couch
COCO_train2014_000000158428,person dog couch tv laptop cell_phone book
COCO_train2014_000000209731,person bench dog
COCO_train2014_000000073061,dog bed book
COCO_train2014_000000521953,dog bottle refrigerator
COCO_train2014_000000025234,person dog banana
COCO_train2014_000000293289,bus dog
COCO_train2014_000000242828,dog bed
COCO_train2014_000000033444,person bus truck dog frisbee
COCO_train2014_000000155117,person dog skateboard
COCO_train2014_000000529879,dog umbrella bottle bowl
COCO_train2014_000000464871,dog tv laptop keyboard
COCO_train2014_000000106850,dog bed
COCO_train2014_000000282076,car dog
COCO_train2014_000000507397,dog frisbee
COCO_train2014_000000220053,cat dog couch
COCO_train2014_000000174066,dog bed
COCO_train2014_000000450747,dog couch
COCO_train2014_000000110395,dog sink
COCO_train2014_000000390328,person motorcycle dog tie clock
COCO_train2014_000000238452,dog
COCO_train2014_000000321969,dog chair couch book
COCO_train2014_000000336990,cat dog bed
COCO_train2014_000000307916,dog
COCO_train2014_000000521923,person dog skis
COCO_train2014_000000549527,person dog surfboard
COCO_train2014_000000047386,person dog backpack
COCO_train2014_000000457686,person dog handbag frisbee cup
COCO_train2014_000000017171,dog frisbee
COCO_train2014_000000568788,dog backpack bowl
COCO_train2014_000000310645,person dog banana orange
COCO_train2014_000000168317,car motorcycle truck dog
COCO_train2014_000000542407,dog
COCO_train2014_000000359529,dog tv
COCO_train2014_000000258159,dog bed
COCO_train2014_000000276516,dog bed book
COCO_train2014_000000334616,person dog bottle dining_table refrigerator
COCO_train2014_000000195716,person dog chair couch
COCO_train2014_000000079512,person traffic_light dog
COCO_train2014_000000195155,dog chair
COCO_train2014_000000432806,person dog bowl tv
COCO_train2014_000000283237,bench dog
COCO_train2014_000000152488,dog sports_ball carrot couch
COCO_train2014_000000134597,bench dog frisbee
COCO_train2014_000000539296,person car dog suitcase
COCO_train2014_000000110707,dog sheep
COCO_train2014_000000438073,person dog couch remote
COCO_train2014_000000276871,dog bed
COCO_train2014_000000524981,boat dog
COCO_train2014_000000405090,dog frisbee
COCO_train2014_000000013636,cat dog bed
COCO_train2014_000000525766,person dog
COCO_train2014_000000546261,person bicycle dog backpack chair
COCO_train2014_000000265503,dog frisbee
COCO_train2014_000000557543,cat dog
COCO_train2014_000000139757,dog
COCO_train2014_000000105781,person car truck dog
COCO_train2014_000000253247,dog bed
COCO_train2014_000000534502,person dog sports_ball
COCO_train2014_000000296205,person dog couch
COCO_train2014_000000475711,dog frisbee
COCO_train2014_000000151103,dog dining_table
COCO_train2014_000000531983,cat dog bed
COCO_train2014_000000455161,dog
COCO_train2014_000000403547,person car dog umbrella handbag suitcase bottle cup bowl
COCO_train2014_000000374375,dog suitcase
COCO_train2014_000000301273,person dog couch book
COCO_train2014_000000498918,person bird dog horse
COCO_train2014_000000354630,cat dog chair
COCO_train2014_000000171408,dog couch
COCO_train2014_000000375531,person boat dog
COCO_train2014_000000325063,dog couch
COCO_train2014_000000262718,person bicycle dog handbag
COCO_train2014_000000418500,person car bench dog
COCO_train2014_000000168852,dog frisbee
COCO_train2014_000000394303,person dog umbrella frisbee
COCO_train2014_000000149180,dog bed
COCO_train2014_000000035506,bench dog sports_ball
COCO_train2014_000000232969,cat dog tv remote
COCO_train2014_000000284664,person car dog handbag
COCO_train2014_000000107672,person dog bowl chair couch tv cell_phone
COCO_train2014_000000479134,dog toilet sink book
COCO_train2014_000000174718,person car dog
COCO_train2014_000000132170,dog chair couch remote
COCO_train2014_000000334413,dog frisbee
COCO_train2014_000000087720,dog sheep
COCO_train2014_000000177652,dog frisbee
COCO_train2014_000000172017,dog bed
COCO_train2014_000000314420,person car motorcycle truck traffic_light fire_hydrant parking_meter bench dog suitcase
COCO_train2014_000000508531,dog
COCO_train2014_000000266676,dog bowl chair potted_plant vase
COCO_train2014_000000451825,person dog
COCO_train2014_000000113880,person car motorcycle fire_hydrant dog
COCO_train2014_000000179725,cat dog couch remote cell_phone
COCO_train2014_000000194725,person dog bowl
COCO_train2014_000000005946,person bench dog
COCO_train2014_000000168020,person dog handbag chair
COCO_train2014_000000479582,dog
COCO_train2014_000000308343,dog book
COCO_train2014_000000541961,person dog frisbee cup
COCO_train2014_000000236552,dog bed
COCO_train2014_000000191193,dog
COCO_train2014_000000182759,person cat dog
COCO_train2014_000000546472,dog
COCO_train2014_000000455996,dog chair
COCO_train2014_000000517213,dog
COCO_train2014_000000558194,person dog sheep
COCO_train2014_000000283734,dog
COCO_train2014_000000365236,person dog handbag
COCO_train2014_000000317527,dog bed vase
COCO_train2014_000000422185,dog horse
COCO_train2014_000000176229,person dog backpack suitcase skateboard
COCO_train2014_000000098709,traffic_light dog
COCO_train2014_000000349139,dog sheep
COCO_train2014_000000251113,person dog couch dining_table
COCO_train2014_000000510519,boat dog
COCO_train2014_000000286425,person dog cup couch laptop remote book
COCO_train2014_000000112122,car dog
COCO_train2014_000000001319,person cat dog tie cup tv book
COCO_train2014_000000253981,dog frisbee
COCO_train2014_000000366740,person dog couch
COCO_train2014_000000308103,person dog kite
COCO_train2014_000000015008,dog couch
COCO_train2014_000000102223,dog couch
COCO_train2014_000000099701,dog couch laptop remote cell_phone
COCO_train2014_000000368970,dog frisbee
COCO_train2014_000000217495,person dog frisbee
COCO_train2014_000000057631,person truck dog
COCO_train2014_000000093673,person dog tv
COCO_train2014_000000103219,dog bed
COCO_train2014_000000105364,person dog chair
COCO_train2014_000000263493,cat dog toilet book
COCO_train2014_000000268037,dog
COCO_train2014_000000133308,car dog
COCO_train2014_000000116503,cat dog cup chair
COCO_train2014_000000129272,person dog skis
COCO_train2014_000000556149,person bicycle bench dog skateboard
COCO_train2014_000000497733,dog chair potted_plant tv mouse keyboard book clock
COCO_train2014_000000264043,person boat dog
COCO_train2014_000000158378,dog bottle wine_glass cup chair couch dining_table laptop book clock
COCO_train2014_000000095044,dog bed
COCO_train2014_000000049017,dog oven clock
COCO_train2014_000000256155,person bicycle dog chair cell_phone
COCO_train2014_000000419194,person motorcycle dog backpack cell_phone
COCO_train2014_000000334557,person dog cake dining_table
COCO_train2014_000000135032,bench dog
COCO_train2014_000000324156,person dog cake chair dining_table
COCO_train2014_000000175227,person dog backpack bottle
COCO_train2014_000000466514,dog cow
COCO_train2014_000000067230,dog frisbee
COCO_train2014_000000541553,dog handbag cake dining_table
COCO_train2014_000000504396,dog refrigerator
COCO_train2014_000000384935,car dog
COCO_train2014_000000561390,person car truck dog frisbee
COCO_train2014_000000041552,person dog couch
COCO_train2014_000000523594,dog chair
COCO_train2014_000000556782,dog
COCO_train2014_000000482314,person car truck dog frisbee
COCO_train2014_000000370522,dog chair tv keyboard clock
COCO_train2014_000000109393,cat dog
COCO_train2014_000000333407,dog sink hair_drier toothbrush
COCO_train2014_000000181413,person dog
COCO_train2014_000000164186,cat dog cup toilet
COCO_train2014_000000410005,person dog backpack handbag skateboard
COCO_train2014_000000472266,person truck dog backpack frisbee chair
COCO_train2014_000000084187,person dog
COCO_train2014_000000376029,dog frisbee
COCO_train2014_000000050772,person dog horse chair potted_plant
COCO_train2014_000000043171,dog cup bowl chair dining_table
COCO_train2014_000000067004,person cat dog
COCO_train2014_000000076491,dog frisbee
COCO_train2014_000000181493,dog bottle chair couch potted_plant tv remote clock
COCO_train2014_000000264695,dog sports_ball
COCO_train2014_000000036345,dog cow
COCO_train2014_000000184224,person dog umbrella
COCO_train2014_000000472893,person dog skis
COCO_train2014_000000225268,car truck dog backpack handbag
COCO_train2014_000000348816,dog suitcase bed
COCO_train2014_000000495699,dog frisbee
COCO_train2014_000000080853,dog cup tv remote book
COCO_train2014_000000116900,person bus dog
